# Sample_Diag-excap17-13000766100-KIT-AI50Mbv5
ELN__NM_000501__exon5	100%	0/0 (100%)
ELN__NM_000501__exon6	100%	0/0 (100%)
ELN__NM_000501__exon7	100%	0/0 (100%)
ELN__NM_000501__exon8	100%	0/0 (100%)
ELN__NM_000501__exon9	100%	0/0 (100%)
ELN__NM_000501__exon10	100%	0/0 (100%)
ELN__NM_000501__exon11	100%	0/0 (100%)
ELN__NM_000501__exon12	100%	0/0 (100%)
ELN__NM_000501__exon13	100%	0/0 (100%)
ELN__NM_000501__exon14	100%	0/0 (100%)
ELN__NM_000501__exon15	100%	0/0 (100%)
ELN__NM_000501__exon16	100%	0/0 (100%)
ELN__NM_000501__exon17	100%	0/0 (100%)
ELN__NM_000501__exon18	100%	0/0 (100%)
ELN__NM_000501__exon19	100%	0/0 (100%)
ELN__NM_000501__exon20	100%	0/0 (100%)
ELN__NM_000501__exon21	100%	0/0 (100%)
ELN__NM_000501__exon22	100%	0/0 (100%)
ELN__NM_000501__exon23	100%	0/0 (100%)
ELN__NM_000501__exon24	100%	0/0 (100%)
ELN__NM_000501__exon25	100%	0/0 (100%)
ELN__NM_000501__exon26	100%	0/0 (100%)
ELN__NM_000501__exon27	100%	0/0 (100%)
ELN__NM_000501__exon28	100%	0/0 (100%)
ELN__NM_000501__exon29	100%	0/0 (100%)
ELN__NM_000501__exon30	100%	0/0 (100%)
ELN__NM_000501__exon31	100%	0/0 (100%)
ELN__NM_000501__exon32	100%	0/0 (100%)
ELN__NM_000501__exon33	100%	0/0 (100%)
COL1A2__NM_000089__exon1	100%	0/0 (100%)
COL1A2__NM_000089__exon2	0%	0/0 (100%)
COL1A2__NM_000089__exon3	0%	0/0 (100%)
COL1A2__NM_000089__exon4	100%	0/0 (100%)
COL1A2__NM_000089__exon5	100%	0/0 (100%)
COL1A2__NM_000089__exon6	0%	0/7 (0%)
COL1A2__NM_000089__exon7	100%	1/1 (100%)
COL1A2__NM_000089__exon8	100%	2/2 (100%)
COL1A2__NM_000089__exon9	100%	3/3 (100%)
COL1A2__NM_000089__exon10	100%	2/2 (100%)
COL1A2__NM_000089__exon11	100%	2/2 (100%)
COL1A2__NM_000089__exon12	100%	7/7 (100%)
COL1A2__NM_000089__exon13	100%	5/5 (100%)
COL1A2__NM_000089__exon14	100%	2/2 (100%)
COL1A2__NM_000089__exon15	100%	1/1 (100%)
COL1A2__NM_000089__exon16	100%	8/8 (100%)
COL1A2__NM_000089__exon17	100%	13/13 (100%)
COL1A2__NM_000089__exon18	100%	3/3 (100%)
COL1A2__NM_000089__exon19	100%	19/19 (100%)
COL1A2__NM_000089__exon20	100%	8/8 (100%)
COL1A2__NM_000089__exon21	58%	6/12 (50%)
COL1A2__NM_000089__exon22	100%	3/3 (100%)
COL1A2__NM_000089__exon23	100%	7/7 (100%)
COL1A2__NM_000089__exon24	100%	6/6 (100%)
COL1A2__NM_000089__exon25	100%	7/7 (100%)
COL1A2__NM_000089__exon26	100%	7/7 (100%)
COL1A2__NM_000089__exon27	100%	5/5 (100%)
COL1A2__NM_000089__exon28	100%	8/8 (100%)
COL1A2__NM_000089__exon29	100%	3/3 (100%)
COL1A2__NM_000089__exon30	100%	3/3 (100%)
COL1A2__NM_000089__exon31	100%	6/6 (100%)
COL1A2__NM_000089__exon32	100%	8/8 (100%)
COL1A2__NM_000089__exon33	100%	5/5 (100%)
COL1A2__NM_000089__exon34	100%	5/5 (100%)
COL1A2__NM_000089__exon35	100%	4/4 (100%)
COL1A2__NM_000089__exon36	100%	5/5 (100%)
COL1A2__NM_000089__exon37	100%	15/15 (100%)
COL1A2__NM_000089__exon38	100%	5/5 (100%)
COL1A2__NM_000089__exon39	100%	11/11 (100%)
COL1A2__NM_000089__exon40	100%	17/17 (100%)
COL1A2__NM_000089__exon41	100%	7/7 (100%)
COL1A2__NM_000089__exon42	100%	9/9 (100%)
COL1A2__NM_000089__exon43	100%	3/3 (100%)
COL1A2__NM_000089__exon44	100%	8/8 (100%)
COL1A2__NM_000089__exon45	100%	10/10 (100%)
COL1A2__NM_000089__exon46	100%	8/8 (100%)
COL1A2__NM_000089__exon47	100%	5/5 (100%)
COL1A2__NM_000089__exon48	100%	7/7 (100%)
COL1A2__NM_000089__exon49	100%	17/17 (100%)
COL1A2__NM_000089__exon50	100%	2/2 (100%)
COL1A2__NM_000089__exon51	100%	0/0 (100%)
COL1A2__NM_000089__exon52	100%	3/3 (100%)
TGFBR1__NM_004612__exon1	19%	0/0 (100%)
TGFBR1__NM_004612__exon2	100%	6/6 (100%)
TGFBR1__NM_004612__exon3	100%	1/1 (100%)
TGFBR1__NM_004612__exon4	100%	12/12 (100%)
TGFBR1__NM_004612__exon5	100%	4/4 (100%)
TGFBR1__NM_004612__exon6	100%	9/9 (100%)
TGFBR1__NM_004612__exon7	100%	3/3 (100%)
TGFBR1__NM_004612__exon8	100%	0/0 (100%)
TGFBR1__NM_004612__exon9	100%	5/5 (100%)
COL5A1__NM_000093__exon1	0%	0/3 (0%)
COL5A1__NM_000093__exon2	100%	2/2 (100%)
COL5A1__NM_000093__exon3	100%	2/2 (100%)
COL5A1__NM_000093__exon4	100%	3/3 (100%)
COL5A1__NM_000093__exon5	100%	4/4 (100%)
COL5A1__NM_000093__exon6	100%	0/0 (100%)
COL5A1__NM_000093__exon7	100%	3/3 (100%)
COL5A1__NM_000093__exon8	100%	2/2 (100%)
COL5A1__NM_000093__exon9	100%	0/0 (100%)
COL5A1__NM_000093__exon10	100%	3/3 (100%)
COL5A1__NM_000093__exon11	100%	1/1 (100%)
COL5A1__NM_000093__exon12	100%	1/1 (100%)
COL5A1__NM_000093__exon13	100%	3/3 (100%)
COL5A1__NM_000093__exon14	100%	1/1 (100%)
COL5A1__NM_000093__exon15	100%	0/0 (100%)
COL5A1__NM_000093__exon16	100%	1/1 (100%)
COL5A1__NM_000093__exon17	100%	1/1 (100%)
COL5A1__NM_000093__exon18	100%	1/1 (100%)
COL5A1__NM_000093__exon19	100%	1/1 (100%)
COL5A1__NM_000093__exon20	100%	1/1 (100%)
COL5A1__NM_000093__exon21	100%	0/0 (100%)
COL5A1__NM_000093__exon22	100%	0/0 (100%)
COL5A1__NM_000093__exon23	100%	1/1 (100%)
COL5A1__NM_000093__exon24	100%	0/0 (100%)
COL5A1__NM_000093__exon25	100%	0/0 (100%)
COL5A1__NM_000093__exon26	100%	0/0 (100%)
COL5A1__NM_000093__exon27	100%	2/2 (100%)
COL5A1__NM_000093__exon28	100%	3/3 (100%)
COL5A1__NM_000093__exon29	100%	1/1 (100%)
COL5A1__NM_000093__exon30	100%	0/0 (100%)
COL5A1__NM_000093__exon31	100%	0/0 (100%)
COL5A1__NM_000093__exon32	100%	1/1 (100%)
COL5A1__NM_000093__exon33	100%	0/0 (100%)
COL5A1__NM_000093__exon34	100%	2/2 (100%)
COL5A1__NM_000093__exon35	100%	1/1 (100%)
COL5A1__NM_000093__exon36	100%	2/2 (100%)
COL5A1__NM_000093__exon37	100%	1/1 (100%)
COL5A1__NM_000093__exon38	100%	2/2 (100%)
COL5A1__NM_000093__exon39	100%	4/4 (100%)
COL5A1__NM_000093__exon40	100%	1/1 (100%)
COL5A1__NM_000093__exon41	100%	2/2 (100%)
COL5A1__NM_000093__exon42	100%	2/2 (100%)
COL5A1__NM_000093__exon43	100%	2/2 (100%)
COL5A1__NM_000093__exon44	100%	1/1 (100%)
COL5A1__NM_000093__exon45	100%	1/1 (100%)
COL5A1__NM_000093__exon46	100%	1/1 (100%)
COL5A1__NM_000093__exon47	100%	1/1 (100%)
COL5A1__NM_000093__exon48	100%	2/2 (100%)
COL5A1__NM_000093__exon49	100%	4/4 (100%)
COL5A1__NM_000093__exon50	100%	1/1 (100%)
COL5A1__NM_000093__exon51	100%	2/2 (100%)
COL5A1__NM_000093__exon52	100%	0/0 (100%)
COL5A1__NM_000093__exon53	100%	2/2 (100%)
COL5A1__NM_000093__exon54	100%	2/2 (100%)
COL5A1__NM_000093__exon55	100%	4/4 (100%)
COL5A1__NM_000093__exon56	100%	3/3 (100%)
COL5A1__NM_000093__exon57	100%	0/0 (100%)
COL5A1__NM_000093__exon58	100%	5/5 (100%)
COL5A1__NM_000093__exon59	100%	0/0 (100%)
COL5A1__NM_000093__exon60	100%	0/0 (100%)
COL5A1__NM_000093__exon61	100%	2/2 (100%)
COL5A1__NM_000093__exon62	100%	6/6 (100%)
COL5A1__NM_000093__exon63	100%	2/2 (100%)
COL5A1__NM_000093__exon64	100%	0/0 (100%)
COL5A1__NM_000093__exon65	100%	1/1 (100%)
COL5A1__NM_000093__exon66	100%	3/3 (100%)
