# Sample_Diag-excap18-13000881902-KIT-AI50Mbv5
HEATR2__NM_017802__exon2	100%	0/0 (100%)
HEATR2__NM_017802__exon3	100%	0/0 (100%)
HEATR2__NM_017802__exon4	100%	0/0 (100%)
HEATR2__NM_017802__exon5	100%	0/0 (100%)
HEATR2__NM_017802__exon6	100%	0/0 (100%)
HEATR2__NM_017802__exon7	100%	0/0 (100%)
HEATR2__NM_017802__exon8	100%	0/0 (100%)
HEATR2__NM_017802__exon9	100%	0/0 (100%)
HEATR2__NM_017802__exon10	100%	0/0 (100%)
HEATR2__NM_017802__exon11	100%	0/0 (100%)
HEATR2__NM_017802__exon12	100%	1/1 (100%)
HEATR2__NM_017802__exon13	100%	0/0 (100%)
DNAH11__NM_001277115__exon1	100%	0/0 (100%)
DNAH11__NM_001277115__exon2	100%	0/0 (100%)
DNAH11__NM_001277115__exon3	100%	0/0 (100%)
DNAH11__NM_001277115__exon4	100%	0/0 (100%)
DNAH11__NM_001277115__exon5	100%	0/0 (100%)
DNAH11__NM_001277115__exon6	100%	0/0 (100%)
DNAH11__NM_001277115__exon7	100%	0/0 (100%)
DNAH11__NM_001277115__exon8	100%	0/0 (100%)
DNAH11__NM_001277115__exon9	100%	0/0 (100%)
DNAH11__NM_001277115__exon10	100%	0/0 (100%)
DNAH11__NM_001277115__exon11	100%	0/0 (100%)
DNAH11__NM_001277115__exon12	100%	0/0 (100%)
DNAH11__NM_001277115__exon13	100%	0/0 (100%)
DNAH11__NM_001277115__exon14	100%	0/0 (100%)
DNAH11__NM_001277115__exon15	100%	0/0 (100%)
DNAH11__NM_001277115__exon16	100%	0/0 (100%)
DNAH11__NM_001277115__exon17	100%	0/0 (100%)
DNAH11__NM_001277115__exon18	100%	0/0 (100%)
DNAH11__NM_001277115__exon19	100%	0/0 (100%)
DNAH11__NM_001277115__exon20	100%	0/0 (100%)
DNAH11__NM_001277115__exon21	100%	0/0 (100%)
DNAH11__NM_001277115__exon22	100%	0/0 (100%)
DNAH11__NM_001277115__exon23	100%	0/0 (100%)
DNAH11__NM_001277115__exon24	100%	0/0 (100%)
DNAH11__NM_001277115__exon25	100%	0/0 (100%)
DNAH11__NM_001277115__exon26	100%	0/0 (100%)
DNAH11__NM_001277115__exon27	100%	0/0 (100%)
DNAH11__NM_001277115__exon28	100%	0/0 (100%)
DNAH11__NM_001277115__exon29	100%	0/0 (100%)
DNAH11__NM_001277115__exon30	100%	0/0 (100%)
DNAH11__NM_001277115__exon31	100%	0/0 (100%)
DNAH11__NM_001277115__exon32	100%	0/0 (100%)
DNAH11__NM_001277115__exon33	100%	0/0 (100%)
DNAH11__NM_001277115__exon34	100%	0/0 (100%)
DNAH11__NM_001277115__exon35	100%	0/0 (100%)
DNAH11__NM_001277115__exon36	100%	0/0 (100%)
DNAH11__NM_001277115__exon37	100%	0/0 (100%)
DNAH11__NM_001277115__exon38	100%	0/0 (100%)
DNAH11__NM_001277115__exon39	100%	0/0 (100%)
DNAH11__NM_001277115__exon40	100%	0/0 (100%)
DNAH11__NM_001277115__exon41	100%	0/0 (100%)
DNAH11__NM_001277115__exon42	100%	0/0 (100%)
DNAH11__NM_001277115__exon43	100%	0/0 (100%)
DNAH11__NM_001277115__exon44	100%	0/0 (100%)
DNAH11__NM_001277115__exon45	100%	0/0 (100%)
DNAH11__NM_001277115__exon46	100%	0/0 (100%)
DNAH11__NM_001277115__exon47	100%	0/0 (100%)
DNAH11__NM_001277115__exon48	100%	0/0 (100%)
DNAH11__NM_001277115__exon49	100%	0/0 (100%)
DNAH11__NM_001277115__exon50	100%	0/0 (100%)
DNAH11__NM_001277115__exon51	100%	0/0 (100%)
DNAH11__NM_001277115__exon52	100%	0/0 (100%)
DNAH11__NM_001277115__exon53	100%	0/0 (100%)
DNAH11__NM_001277115__exon54	100%	0/0 (100%)
DNAH11__NM_001277115__exon55	100%	0/0 (100%)
DNAH11__NM_001277115__exon56	100%	0/0 (100%)
DNAH11__NM_001277115__exon57	100%	0/0 (100%)
DNAH11__NM_001277115__exon58	100%	0/0 (100%)
DNAH11__NM_001277115__exon59	100%	0/0 (100%)
DNAH11__NM_001277115__exon60	100%	0/0 (100%)
DNAH11__NM_001277115__exon61	100%	0/0 (100%)
DNAH11__NM_001277115__exon62	100%	0/0 (100%)
DNAH11__NM_001277115__exon63	100%	0/0 (100%)
DNAH11__NM_001277115__exon64	100%	0/0 (100%)
DNAH11__NM_001277115__exon65	100%	0/0 (100%)
DNAH11__NM_001277115__exon66	100%	0/0 (100%)
DNAH11__NM_001277115__exon67	100%	0/0 (100%)
DNAH11__NM_001277115__exon68	100%	0/0 (100%)
DNAH11__NM_001277115__exon69	100%	0/0 (100%)
DNAH11__NM_001277115__exon70	100%	0/0 (100%)
DNAH11__NM_001277115__exon71	100%	0/0 (100%)
DNAH11__NM_001277115__exon72	100%	0/0 (100%)
DNAH11__NM_001277115__exon73	100%	0/0 (100%)
DNAH11__NM_001277115__exon74	100%	0/0 (100%)
DNAH11__NM_001277115__exon75	100%	0/0 (100%)
DNAH11__NM_001277115__exon76	100%	0/0 (100%)
DNAH11__NM_001277115__exon77	100%	0/0 (100%)
DNAH11__NM_001277115__exon78	100%	0/0 (100%)
DNAH11__NM_001277115__exon79	100%	0/0 (100%)
DNAH11__NM_001277115__exon80	100%	0/0 (100%)
DNAH11__NM_001277115__exon81	100%	0/0 (100%)
DNAH11__NM_001277115__exon82	100%	0/0 (100%)
LRRC6__NM_012472__exon12	100%	0/0 (100%)
LRRC6__NM_012472__exon11	100%	0/0 (100%)
LRRC6__NM_012472__exon10	100%	0/0 (100%)
LRRC6__NM_012472__exon9	100%	0/0 (100%)
LRRC6__NM_012472__exon8	100%	0/0 (100%)
LRRC6__NM_012472__exon7	100%	1/1 (100%)
LRRC6__NM_012472__exon6	100%	1/1 (100%)
LRRC6__NM_012472__exon5	100%	7/7 (100%)
LRRC6__NM_012472__exon4	100%	1/1 (100%)
LRRC6__NM_012472__exon3	100%	1/1 (100%)
LRRC6__NM_012472__exon2	100%	1/1 (100%)
LRRC6__NM_012472__exon1	100%	0/0 (100%)
DNAI1__NM_012144__exon1	100%	0/0 (100%)
DNAI1__NM_012144__exon2	100%	0/0 (100%)
DNAI1__NM_012144__exon3	100%	0/0 (100%)
DNAI1__NM_012144__exon4	100%	0/0 (100%)
DNAI1__NM_012144__exon5	100%	1/1 (100%)
DNAI1__NM_012144__exon6	100%	1/1 (100%)
DNAI1__NM_012144__exon7	100%	1/1 (100%)
DNAI1__NM_012144__exon8	100%	1/1 (100%)
DNAI1__NM_012144__exon9	100%	0/0 (100%)
DNAI1__NM_012144__exon10	100%	1/1 (100%)
DNAI1__NM_012144__exon11	100%	0/0 (100%)
DNAI1__NM_012144__exon12	100%	0/0 (100%)
DNAI1__NM_012144__exon13	100%	4/4 (100%)
DNAI1__NM_012144__exon14	100%	1/1 (100%)
DNAI1__NM_012144__exon15	100%	0/0 (100%)
DNAI1__NM_012144__exon16	100%	3/3 (100%)
DNAI1__NM_012144__exon17	100%	6/6 (100%)
DNAI1__NM_012144__exon18	100%	0/0 (100%)
DNAI1__NM_012144__exon19	100%	3/3 (100%)
DNAI1__NM_012144__exon20	100%	0/0 (100%)
DNAAF2__NM_018139__exon3	100%	0/0 (100%)
DNAAF2__NM_018139__exon2	100%	0/0 (100%)
DNAAF2__NM_018139__exon1	100%	2/2 (100%)
DNAL1__NM_031427__exon1	100%	0/0 (100%)
DNAL1__NM_031427__exon2	100%	0/0 (100%)
DNAL1__NM_031427__exon3	100%	0/0 (100%)
DNAL1__NM_031427__exon4	100%	0/0 (100%)
DNAL1__NM_031427__exon5	100%	0/0 (100%)
DNAL1__NM_031427__exon6	100%	0/0 (100%)
DNAL1__NM_031427__exon7	100%	1/1 (100%)
DNAL1__NM_031427__exon8	100%	0/0 (100%)
HYDIN__NM_001270974__exon86	100%	0/0 (100%)
HYDIN__NM_001270974__exon85	100%	0/0 (100%)
HYDIN__NM_001270974__exon84	100%	0/0 (100%)
HYDIN__NM_001270974__exon83	100%	0/0 (100%)
HYDIN__NM_001270974__exon82	100%	0/0 (100%)
HYDIN__NM_001270974__exon81	100%	0/0 (100%)
HYDIN__NM_001270974__exon80	100%	0/0 (100%)
HYDIN__NM_001270974__exon79	100%	0/0 (100%)
HYDIN__NM_001270974__exon78	100%	0/0 (100%)
HYDIN__NM_001270974__exon77	100%	0/0 (100%)
HYDIN__NM_001270974__exon76	100%	0/0 (100%)
HYDIN__NM_001270974__exon75	100%	0/0 (100%)
HYDIN__NM_001270974__exon74	100%	0/0 (100%)
HYDIN__NM_001270974__exon73	100%	0/0 (100%)
HYDIN__NM_001270974__exon72	100%	0/0 (100%)
HYDIN__NM_001270974__exon71	100%	0/0 (100%)
HYDIN__NM_001270974__exon70	100%	0/0 (100%)
HYDIN__NM_001270974__exon69	100%	0/0 (100%)
HYDIN__NM_001270974__exon68	100%	0/0 (100%)
HYDIN__NM_001270974__exon67	100%	0/0 (100%)
HYDIN__NM_001270974__exon66	100%	0/0 (100%)
HYDIN__NM_001270974__exon65	100%	0/0 (100%)
HYDIN__NM_001270974__exon64	100%	0/0 (100%)
HYDIN__NM_001270974__exon63	100%	0/0 (100%)
HYDIN__NM_001270974__exon62	100%	0/0 (100%)
HYDIN__NM_001270974__exon61	100%	0/0 (100%)
HYDIN__NM_001270974__exon60	100%	0/0 (100%)
HYDIN__NM_001270974__exon59	100%	0/0 (100%)
HYDIN__NM_001270974__exon58	100%	0/0 (100%)
HYDIN__NM_001270974__exon57	100%	0/0 (100%)
HYDIN__NM_001270974__exon56	100%	0/0 (100%)
HYDIN__NM_001270974__exon55	100%	0/0 (100%)
HYDIN__NM_001270974__exon54	100%	0/0 (100%)
HYDIN__NM_001270974__exon53	100%	0/0 (100%)
HYDIN__NM_001270974__exon52	100%	0/0 (100%)
HYDIN__NM_001270974__exon51	100%	0/0 (100%)
HYDIN__NM_001270974__exon50	100%	0/0 (100%)
HYDIN__NM_001270974__exon49	100%	0/0 (100%)
HYDIN__NM_001270974__exon48	100%	0/0 (100%)
HYDIN__NM_001270974__exon47	100%	0/0 (100%)
HYDIN__NM_001270974__exon46	100%	0/0 (100%)
HYDIN__NM_001270974__exon45	100%	0/0 (100%)
HYDIN__NM_001270974__exon44	100%	0/0 (100%)
HYDIN__NM_001270974__exon43	100%	0/0 (100%)
HYDIN__NM_001270974__exon42	100%	0/0 (100%)
HYDIN__NM_001270974__exon41	100%	0/0 (100%)
HYDIN__NM_001270974__exon40	100%	0/0 (100%)
HYDIN__NM_001270974__exon39	100%	0/0 (100%)
HYDIN__NM_001270974__exon38	100%	0/0 (100%)
HYDIN__NM_001270974__exon37	100%	0/0 (100%)
HYDIN__NM_001270974__exon36	100%	0/0 (100%)
HYDIN__NM_001270974__exon35	100%	0/0 (100%)
HYDIN__NM_001270974__exon34	100%	0/0 (100%)
HYDIN__NM_001270974__exon33	100%	0/0 (100%)
HYDIN__NM_001270974__exon32	100%	0/0 (100%)
HYDIN__NM_001270974__exon31	100%	0/0 (100%)
HYDIN__NM_001270974__exon30	100%	0/0 (100%)
HYDIN__NM_001270974__exon29	100%	0/0 (100%)
HYDIN__NM_001270974__exon28	100%	0/0 (100%)
HYDIN__NM_001270974__exon27	100%	1/1 (100%)
HYDIN__NM_001270974__exon26	100%	0/0 (100%)
HYDIN__NM_001270974__exon25	100%	1/1 (100%)
HYDIN__NM_001270974__exon24	100%	0/0 (100%)
HYDIN__NM_001270974__exon23	100%	0/0 (100%)
HYDIN__NM_001270974__exon22	100%	0/0 (100%)
HYDIN__NM_001270974__exon21	100%	0/0 (100%)
HYDIN__NM_001270974__exon20	100%	0/0 (100%)
HYDIN__NM_001270974__exon19	100%	0/0 (100%)
HYDIN__NM_001270974__exon18	100%	0/0 (100%)
HYDIN__NM_001270974__exon17	100%	0/0 (100%)
HYDIN__NM_001270974__exon16	100%	0/0 (100%)
HYDIN__NM_001270974__exon15	100%	0/0 (100%)
HYDIN__NM_001270974__exon14	100%	0/0 (100%)
HYDIN__NM_001270974__exon13	100%	0/0 (100%)
HYDIN__NM_001270974__exon12	100%	0/0 (100%)
HYDIN__NM_001270974__exon11	100%	0/0 (100%)
HYDIN__NM_001270974__exon10	100%	0/0 (100%)
HYDIN__NM_001270974__exon9	100%	0/0 (100%)
HYDIN__NM_001270974__exon8	100%	1/1 (100%)
HYDIN__NM_001270974__exon7	100%	0/0 (100%)
HYDIN__NM_001270974__exon6	100%	0/0 (100%)
HYDIN__NM_001270974__exon5	100%	0/0 (100%)
HYDIN__NM_001270974__exon4	100%	0/0 (100%)
HYDIN__NM_001270974__exon3	100%	0/0 (100%)
HYDIN__NM_001270974__exon2	100%	0/0 (100%)
DNAAF1__NM_178452__exon1	100%	1/1 (100%)
DNAAF1__NM_178452__exon2	100%	0/0 (100%)
DNAAF1__NM_178452__exon3	100%	0/0 (100%)
DNAAF1__NM_178452__exon4	100%	2/2 (100%)
DNAAF1__NM_178452__exon5	100%	0/0 (100%)
DNAAF1__NM_178452__exon6	100%	2/2 (100%)
DNAAF1__NM_178452__exon7	100%	1/1 (100%)
DNAAF1__NM_178452__exon8	100%	4/4 (100%)
DNAAF1__NM_178452__exon9	100%	0/0 (100%)
DNAAF1__NM_178452__exon10	100%	0/0 (100%)
DNAAF1__NM_178452__exon11	100%	1/1 (100%)
DNAAF1__NM_178452__exon12	100%	0/0 (100%)
CCDC103__NM_213607__exon2	100%	0/0 (100%)
CCDC103__NM_213607__exon3	100%	0/0 (100%)
CCDC103__NM_213607__exon4	100%	2/2 (100%)
DNAI2__NM_023036__exon2	100%	0/0 (100%)
DNAI2__NM_023036__exon3	100%	0/0 (100%)
DNAI2__NM_023036__exon4	100%	1/1 (100%)
DNAI2__NM_023036__exon5	100%	0/0 (100%)
DNAI2__NM_023036__exon6	100%	0/0 (100%)
DNAI2__NM_023036__exon7	100%	1/1 (100%)
DNAI2__NM_023036__exon8	100%	0/0 (100%)
DNAI2__NM_023036__exon9	100%	0/0 (100%)
DNAI2__NM_023036__exon10	100%	1/1 (100%)
DNAI2__NM_023036__exon11	100%	2/2 (100%)
DNAI2__NM_023036__exon12	100%	0/0 (100%)
DNAI2__NM_023036__exon13	100%	0/0 (100%)
CCDC40__NM_017950__exon1	100%	0/0 (100%)
CCDC40__NM_017950__exon2	100%	0/0 (100%)
CCDC40__NM_017950__exon3	100%	2/2 (100%)
CCDC40__NM_017950__exon4	100%	1/1 (100%)
CCDC40__NM_017950__exon5	100%	2/2 (100%)
CCDC40__NM_017950__exon6	100%	0/0 (100%)
CCDC40__NM_017950__exon7	100%	3/3 (100%)
CCDC40__NM_017950__exon8	100%	2/2 (100%)
CCDC40__NM_017950__exon9	100%	2/2 (100%)
CCDC40__NM_017950__exon10	100%	1/1 (100%)
CCDC40__NM_017950__exon11	100%	0/0 (100%)
CCDC40__NM_017950__exon12	100%	3/3 (100%)
CCDC40__NM_017950__exon13	100%	1/1 (100%)
CCDC40__NM_017950__exon14	100%	1/1 (100%)
CCDC40__NM_017950__exon15	100%	1/1 (100%)
CCDC40__NM_017950__exon16	100%	0/0 (100%)
CCDC40__NM_017950__exon17	100%	2/2 (100%)
CCDC40__NM_017950__exon18	100%	1/1 (100%)
CCDC40__NM_017950__exon19	100%	2/2 (100%)
CCDC40__NM_017950__exon20	100%	1/1 (100%)
CCDC114__NM_144577__exon14	100%	0/0 (100%)
CCDC114__NM_144577__exon13	100%	0/0 (100%)
CCDC114__NM_144577__exon12	100%	0/0 (100%)
CCDC114__NM_144577__exon11	100%	0/0 (100%)
CCDC114__NM_144577__exon10	100%	0/0 (100%)
CCDC114__NM_144577__exon9	100%	1/1 (100%)
CCDC114__NM_144577__exon8	100%	0/0 (100%)
CCDC114__NM_144577__exon7	100%	1/1 (100%)
CCDC114__NM_144577__exon6	100%	0/0 (100%)
CCDC114__NM_144577__exon5	100%	1/1 (100%)
CCDC114__NM_144577__exon4	100%	0/0 (100%)
CCDC114__NM_144577__exon3	100%	0/0 (100%)
CCDC114__NM_144577__exon2	100%	0/0 (100%)
DNAAF3__NM_001256714__exon12	100%	0/0 (100%)
DNAAF3__NM_001256714__exon11	100%	0/0 (100%)
DNAAF3__NM_001256714__exon10	100%	0/0 (100%)
DNAAF3__NM_001256714__exon9	100%	0/0 (100%)
DNAAF3__NM_001256714__exon8	98%	0/0 (100%)
DNAAF3__NM_001256714__exon7	100%	0/0 (100%)
DNAAF3__NM_001256714__exon6	100%	1/1 (100%)
DNAAF3__NM_001256714__exon5	100%	0/0 (100%)
DNAAF3__NM_001256714__exon4	100%	1/1 (100%)
DNAAF3__NM_001256714__exon3	100%	1/1 (100%)
DNAAF3__NM_001256714__exon2	100%	0/0 (100%)
DNAAF3__NM_001256714__exon1	100%	0/0 (100%)
